,precision,recall,f1-score,support
þrítigr,0.0,0.0,0.0,0.0
kringla,0.0,0.0,0.0,0.0
vágskorinn,0.0,0.0,0.0,0.0
nǫrvasund,0.0,0.0,0.0,0.0
tanakvísl,0.0,0.0,0.0,0.0
vanakvísl,0.0,0.0,0.0,0.0
lotning,0.0,0.0,0.0,0.0
vílir,0.0,0.0,0.0,0.0
fjallgarðr,0.0,0.0,0.0,0.0
útsuðr,0.0,0.0,0.0,0.0
tyrkland,0.0,0.0,0.0,0.0
óðinsey,0.0,0.0,0.0,0.0
sigtúnir,0.0,0.0,0.0,0.0
nóatún,0.0,0.0,0.0,0.0
berserksgangr,0.0,0.0,0.0,0.0
kyrra,0.0,0.0,0.0,0.0
dúkr,0.0,0.0,0.0,0.0
valhǫll,0.0,0.0,0.0,0.0
manheimar,0.0,0.0,0.0,0.0
skati,0.0,0.0,0.0,0.0
vápndauðr,0.0,0.0,0.0,0.0
valdsmaðr,0.0,0.0,0.0,0.0
skattgjǫf,0.0,0.0,0.0,0.0
landfolk,0.0,0.0,0.0,0.0
golfþili,0.0,0.0,0.0,0.0
feigð,0.0,0.0,0.0,0.0
gína,0.0,0.0,0.0,0.0
snjór,0.0,0.0,0.0,0.0
menglǫtuðr,0.0,0.0,0.0,0.0
ǫndurr,0.0,0.0,0.0,0.0
vǫlva,0.0,0.0,0.0,0.0
byrði,0.0,0.0,0.0,0.0
setr,0.0,0.0,0.0,0.0
glymja,0.0,0.0,0.0,0.0
dolg,0.0,0.0,0.0,0.0
sóa,0.0,0.0,0.0,0.0
hrør,0.0,0.0,0.0,0.0
dynja,0.0,0.0,0.0,0.0
fýri,0.0,0.0,0.0,0.0
akrkarl,0.0,0.0,0.0,0.0
sleipnir,0.0,0.0,0.0,0.0
stokkssund,0.0,0.0,0.0,0.0
allfrǽgr,0.0,0.0,0.0,0.0
taurr,0.0,0.0,0.0,0.0
svalr,0.0,0.0,0.0,0.0
afspringr,0.0,0.0,0.0,0.0
álreksson,0.0,0.0,0.0,0.0
sínkr,0.0,0.0,0.0,0.0
leikari,0.0,0.0,0.0,0.0
geigaðr,0.0,0.0,0.0,0.0
starkaðr,0.0,0.0,0.0,0.0
skjaldborg,0.0,0.0,0.0,0.0
háleygjakonungr,0.0,0.0,0.0,0.0
straumeyrarnes,0.0,0.0,0.0,0.0
austrkonungr,0.0,0.0,0.0,0.0
jór,0.0,0.0,0.0,0.0
fjǫlkunnr,0.0,0.0,0.0,0.0
gylaugr,0.0,0.0,0.0,0.0
átt,0.0,0.0,0.0,0.0
ofrlið,0.0,0.0,0.0,0.0
blótmaðr,0.0,0.0,0.0,0.0
friðleifr,0.0,0.0,0.0,0.0
sextugr,0.0,0.0,0.0,0.0
tíundaland,0.0,0.0,0.0,0.0
ánasótt,0.0,0.0,0.0,0.0
viðstaða,0.0,0.0,0.0,0.0
týr,0.0,0.0,0.0,0.0
hǫrgr,0.0,0.0,0.0,0.0
vendilkráka,0.0,0.0,0.0,0.0
vendill,0.0,0.0,0.0,0.0
aleyða,0.0,0.0,0.0,0.0
vǫttr,0.0,0.0,0.0,0.0
kráka,0.0,0.0,0.0,0.0
vǽnir,0.0,0.0,0.0,0.0
goðgestr,0.0,0.0,0.0,0.0
þang,0.0,0.0,0.0,0.0
herskár,0.0,0.0,0.0,0.0
eistland,0.0,0.0,0.0,0.0
eistr,0.0,0.0,0.0,0.0
agnarr,0.0,0.0,0.0,0.0
gautviðr,0.0,0.0,0.0,0.0
yngvarsson,0.0,0.0,0.0,0.0
teinn,0.0,0.0,0.0,0.0
algautr,0.0,0.0,0.0,0.0
einvaldshǫfðingi,0.0,0.0,0.0,0.0
nǽríki,0.0,0.0,0.0,0.0
sighvatr,0.0,0.0,0.0,0.0
áttandaland,0.0,0.0,0.0,0.0
hǫfuðǽtt,0.0,0.0,0.0,0.0
hulviðr,0.0,0.0,0.0,0.0
ylfingr,0.0,0.0,0.0,0.0
gagnverðr,0.0,0.0,0.0,0.0
kalkr,0.0,0.0,0.0,0.0
náttsǽta,0.0,0.0,0.0,0.0
lím,0.0,0.0,0.0,0.0
alroskinn,0.0,0.0,0.0,0.0
móðurfrǽndi,0.0,0.0,0.0,0.0
fyllr,0.0,0.0,0.0,0.0
dyr,0.0,0.0,0.0,0.0
sendiferð,0.0,0.0,0.0,0.0
dróttinssviki,0.0,0.0,0.0,0.0
thómassmessudagr,0.0,0.0,0.0,0.0
nefnd,0.0,0.0,0.0,0.0
útboðinn,0.0,0.0,0.0,0.0
garðaleiga,0.0,0.0,0.0,0.0
pálsmessa,0.0,0.0,0.0,0.0
fjársókn,0.0,0.0,0.0,0.0
stǫpulvǫrðr,0.0,0.0,0.0,0.0
rennari,0.0,0.0,0.0,0.0
eldssløkking,0.0,0.0,0.0,0.0
veit,0.0,0.0,0.0,0.0
mundang,0.0,0.0,0.0,0.0
mótganga,0.0,0.0,0.0,0.0
starfsmaðr,0.0,0.0,0.0,0.0
húsmaðr,0.0,0.0,0.0,0.0
vinnufǿrr,0.0,0.0,0.0,0.0
kvern,0.0,0.0,0.0,0.0
óhulðr,0.0,0.0,0.0,0.0
nǽpa,0.0,0.0,0.0,0.0
bytta,0.0,0.0,0.0,0.0
ofgangr,0.0,0.0,0.0,0.0
melting,0.0,0.0,0.0,0.0
línklǽði,0.0,0.0,0.0,0.0
rugr,0.0,0.0,0.0,0.0
baun,0.0,0.0,0.0,0.0
lýsi,0.0,0.0,0.0,0.0
flesk,0.0,0.0,0.0,0.0
smábyrðingr,0.0,0.0,0.0,0.0
liðleysi,0.0,0.0,0.0,0.0
gripdeild,0.0,0.0,0.0,0.0
innanbǿjar,0.0,0.0,0.0,0.0
heimilðartak,0.0,0.0,0.0,0.0
órǽntr,0.0,0.0,0.0,0.0
nefndarsǿri,0.0,0.0,0.0,0.0
próf,0.0,0.0,0.0,0.0
tilfǫr,0.0,0.0,0.0,0.0
takfǿrsla,0.0,0.0,0.0,0.0
leiguburðr,0.0,0.0,0.0,0.0
lǫgfullr,0.0,0.0,0.0,0.0
reiðakaup,0.0,0.0,0.0,0.0
heimfǫr,0.0,0.0,0.0,0.0
leigulauss,0.0,0.0,0.0,0.0
lygð,0.0,0.0,0.0,0.0
klofi,0.0,0.0,0.0,0.0
grǿnaland,0.0,0.0,0.0,0.0
bryggjusporðr,0.0,0.0,0.0,0.0
hervápn,0.0,0.0,0.0,0.0
mannmergð,0.0,0.0,0.0,0.0
háseta,0.0,0.0,0.0,0.0
óknytti,0.0,0.0,0.0,0.0
friðbrot,0.0,0.0,0.0,0.0
akkerissǽti,0.0,0.0,0.0,0.0
matgerðarmaðr,0.0,0.0,0.0,0.0
matbúa,0.0,0.0,0.0,0.0
bunkabrún,0.0,0.0,0.0,0.0
þrábeiting,0.0,0.0,0.0,0.0
aktaumr,0.0,0.0,0.0,0.0
dragreip,0.0,0.0,0.0,0.0
forkr,0.0,0.0,0.0,0.0
óskuld,0.0,0.0,0.0,0.0
klǽðnuðr,0.0,0.0,0.0,0.0
ávinningr,0.0,0.0,0.0,0.0
bakborði,0.0,0.0,0.0,0.0
lǫglangr,0.0,0.0,0.0,0.0
carere,0.0,0.0,0.0,0.0
dolor,0.0,0.0,0.0,0.0
videre,0.0,0.0,0.0,0.0
sanus,0.0,0.0,0.0,0.0
suus,0.0,0.0,0.0,0.0
piparr,0.0,0.0,0.0,0.0
lǽknisgras,0.0,0.0,0.0,0.0
olea,0.0,0.0,0.0,0.0
ǫlðr,0.0,0.0,0.0,0.0
kveisa,0.0,0.0,0.0,0.0
fullvaxinn,0.0,0.0,0.0,0.0
galienus,0.0,0.0,0.0,0.0
blóm,0.0,0.0,0.0,0.0
plástr,0.0,0.0,0.0,0.0
skafa,0.0,0.0,0.0,0.0
hósti,0.0,0.0,0.0,0.0
tungurót,0.0,0.0,0.0,0.0
hestvǫrðr,0.0,0.0,0.0,0.0
ófriðligr,0.0,0.0,0.0,0.0
vermr,0.0,0.0,0.0,0.0
verpill,0.0,0.0,0.0,0.0
áttbogi,0.0,0.0,0.0,0.0
mannkostr,0.0,0.0,0.0,0.0
byskupligr,0.0,0.0,0.0,0.0
breiðabólstaðr,0.0,0.0,0.0,0.0
umstilli,0.0,0.0,0.0,0.0
latin.expressjon,0.0,0.0,0.0,0.0
hǫfugr,0.0,0.0,0.0,0.0
konungsborð,0.0,0.0,0.0,0.0
forkunnligr,0.0,0.0,0.0,0.0
hljóðun,0.0,0.0,0.0,0.0
kǿnska,0.0,0.0,0.0,0.0
spenja,0.0,0.0,0.0,0.0
sigfússonr,0.0,0.0,0.0,0.0
ifi,0.0,0.0,0.0,0.0
agrippa,0.0,0.0,0.0,0.0
pistuli,0.0,0.0,0.0,0.0
komask,0.0,0.0,0.0,0.0
slíðra,0.0,0.0,0.0,0.0
limbus,0.0,0.0,0.0,0.0
purgatorium,0.0,0.0,0.0,0.0
fyllask,0.0,0.0,0.0,0.0
firar,0.0,0.0,0.0,0.0
æva,0.0,0.0,0.0,0.0
miðgarðr,0.0,0.0,0.0,0.0
iðavǫllr,0.0,0.0,0.0,0.0
tǫng,0.0,0.0,0.0,0.0
brimir,0.0,0.0,0.0,0.0
durinn,0.0,0.0,0.0,0.0
dvalinn,0.0,0.0,0.0,0.0
ái,0.0,0.0,0.0,0.0
aurvangr,0.0,0.0,0.0,0.0
eikinskjaldi,0.0,0.0,0.0,0.0
lofarr,0.0,0.0,0.0,0.0
siǫt,0.0,0.0,0.0,0.0
fjalarr,0.0,0.0,0.0,0.0
yggdrasill,0.0,0.0,0.0,0.0
urðr,0.0,0.0,0.0,0.0
þollr,0.0,0.0,0.0,0.0
folkvíg,0.0,0.0,0.0,0.0
opt,0.0,0.0,0.0,0.0
sporna,0.0,0.0,0.0,0.0
læ,0.0,0.0,0.0,0.0
spakligr,0.0,0.0,0.0,0.0
valkyrja,0.0,0.0,0.0,0.0
skiǫldr,0.0,0.0,0.0,0.0
skǫgul,0.0,0.0,0.0,0.0
vaða,0.0,0.0,0.0,0.0
morðvargr,0.0,0.0,0.0,0.0
meinsvari,0.0,0.0,0.0,0.0
níðhǫggr,0.0,0.0,0.0,0.0
eptir,0.0,0.0,0.0,0.0
gnýja,0.0,0.0,0.0,0.0
valtívar,0.0,0.0,0.0,0.0
sortna,0.0,0.0,0.0,0.0
dyggr,0.0,0.0,0.0,0.0
geysi,0.0,0.0,0.0,0.0
vankunnendi,0.0,0.0,0.0,0.0
þingfararbǫlkr,0.0,0.0,0.0,0.0
miskunnsamligr,0.0,0.0,0.0,0.0
lagasókn,0.0,0.0,0.0,0.0
lagarefsing,0.0,0.0,0.0,0.0
siðsamr,0.0,0.0,0.0,0.0
hirting,0.0,0.0,0.0,0.0
gáleysi,0.0,0.0,0.0,0.0
illvili,0.0,0.0,0.0,0.0
viljaleysi,0.0,0.0,0.0,0.0
frosta,0.0,0.0,0.0,0.0
farareyrir,0.0,0.0,0.0,0.0
nauðsynjarvitni,0.0,0.0,0.0,0.0
óhlutr,0.0,0.0,0.0,0.0
sjalfstefndr,0.0,0.0,0.0,0.0
bótolfsvaka,0.0,0.0,0.0,0.0
legorð,0.0,0.0,0.0,0.0
tryggrofi,0.0,0.0,0.0,0.0
skila,0.0,0.0,0.0,0.0
verðleiki,0.0,0.0,0.0,0.0
óbrigðiligr,0.0,0.0,0.0,0.0
þarfligr,0.0,0.0,0.0,0.0
ǽvinliga,0.0,0.0,0.0,0.0
frǽndsemisspell,0.0,0.0,0.0,0.0
tiltala,0.0,0.0,0.0,0.0
umrǽði,0.0,0.0,0.0,0.0
byskupsdǿmi,0.0,0.0,0.0,0.0
landráðamaðr,0.0,0.0,0.0,0.0
vangǽzla,0.0,0.0,0.0,0.0
umdǿmi,0.0,0.0,0.0,0.0
fyrirnema,0.0,0.0,0.0,0.0
hollasta,0.0,0.0,0.0,0.0
útboð,0.0,0.0,0.0,0.0
árangr,0.0,0.0,0.0,0.0
ǫrvarskurðr,0.0,0.0,0.0,0.0
ómeiddr,0.0,0.0,0.0,0.0
skipreiðuþing,0.0,0.0,0.0,0.0
miðdagr,0.0,0.0,0.0,0.0
manntalsþing,0.0,0.0,0.0,0.0
túnsberg,0.0,0.0,0.0,0.0
matgerð,0.0,0.0,0.0,0.0
halfréttismaðr,0.0,0.0,0.0,0.0
vápnavíti,0.0,0.0,0.0,0.0
skilríki,0.0,0.0,0.0,0.0
seli,0.0,0.0,0.0,0.0
salastefna,0.0,0.0,0.0,0.0
árborinn,0.0,0.0,0.0,0.0
landhreinsun,0.0,0.0,0.0,0.0
fordǽðuskapr,0.0,0.0,0.0,0.0
flugumaðr,0.0,0.0,0.0,0.0
steðjabréf,0.0,0.0,0.0,0.0
óvísavargr,0.0,0.0,0.0,0.0
útlegðarverk,0.0,0.0,0.0,0.0
flet,0.0,0.0,0.0,0.0
haft,0.0,0.0,0.0,0.0
bóka,0.0,0.0,0.0,0.0
ǫrvarþing,0.0,0.0,0.0,0.0
sjónarvitni,0.0,0.0,0.0,0.0
banaráð,0.0,0.0,0.0,0.0
fǫðurǽtt,0.0,0.0,0.0,0.0
rýtningr,0.0,0.0,0.0,0.0
snápr,0.0,0.0,0.0,0.0
hórbarn,0.0,0.0,0.0,0.0
kapítuli,0.0,0.0,0.0,0.0
griðastaðr,0.0,0.0,0.0,0.0
skírdagr,0.0,0.0,0.0,0.0
sársauki,0.0,0.0,0.0,0.0
pústr,0.0,0.0,0.0,0.0
mishaldinn,0.0,0.0,0.0,0.0
hnefi,0.0,0.0,0.0,0.0
heiftugr,0.0,0.0,0.0,0.0
réttarfar,0.0,0.0,0.0,0.0
undanfǿrsla,0.0,0.0,0.0,0.0
slímusetr,0.0,0.0,0.0,0.0
óboðinn,0.0,0.0,0.0,0.0
vánarvǫlr,0.0,0.0,0.0,0.0
lagaréttr,0.0,0.0,0.0,0.0
ógiftr,0.0,0.0,0.0,0.0
misdauði,0.0,0.0,0.0,0.0
óspellaðr,0.0,0.0,0.0,0.0
ávaxtarlauss,0.0,0.0,0.0,0.0
brǿðradǿtr,0.0,0.0,0.0,0.0
systkinadǿtr,0.0,0.0,0.0,0.0
systradǿtr,0.0,0.0,0.0,0.0
brǿðrungsbarn,0.0,0.0,0.0,0.0
systrungsbarn,0.0,0.0,0.0,0.0
brǿðrabǫrn,0.0,0.0,0.0,0.0
systkinabǫrn,0.0,0.0,0.0,0.0
systrabǫrn,0.0,0.0,0.0,0.0
haldsmaðr,0.0,0.0,0.0,0.0
fjórðungsgjǫf,0.0,0.0,0.0,0.0
brúðhlaupagerð,0.0,0.0,0.0,0.0
þrjótr,0.0,0.0,0.0,0.0
ómarkaðr,0.0,0.0,0.0,0.0
verðslykting,0.0,0.0,0.0,0.0
fullnuðr,0.0,0.0,0.0,0.0
brigðarmaðr,0.0,0.0,0.0,0.0
kauprof,0.0,0.0,0.0,0.0
óðalsbrigði,0.0,0.0,0.0,0.0
hefðarvitni,0.0,0.0,0.0,0.0
stefnujǫrð,0.0,0.0,0.0,0.0
málajǫrð,0.0,0.0,0.0,0.0
jarðfolginn,0.0,0.0,0.0,0.0
haugsóðal,0.0,0.0,0.0,0.0
haugsóðalsmaðr,0.0,0.0,0.0,0.0
jarðarspell,0.0,0.0,0.0,0.0
ǫrð,0.0,0.0,0.0,0.0
heimila,0.0,0.0,0.0,0.0
leigujǫrð,0.0,0.0,0.0,0.0
jarðeigandi,0.0,0.0,0.0,0.0
rúmheilagr,0.0,0.0,0.0,0.0
húsaskifti,0.0,0.0,0.0,0.0
hlutfall,0.0,0.0,0.0,0.0
vetrrugr,0.0,0.0,0.0,0.0
kýrlag,0.0,0.0,0.0,0.0
mǽlir,0.0,0.0,0.0,0.0
þreskǫldr,0.0,0.0,0.0,0.0
greyping,0.0,0.0,0.0,0.0
hvannagarðr,0.0,0.0,0.0,0.0
staði,0.0,0.0,0.0,0.0
kornkaup,0.0,0.0,0.0,0.0
hirzla,0.0,0.0,0.0,0.0
balkabrot,0.0,0.0,0.0,0.0
mykr,0.0,0.0,0.0,0.0
grasrán,0.0,0.0,0.0,0.0
auvislabót,0.0,0.0,0.0,0.0
herfi,0.0,0.0,0.0,0.0
þokkabót,0.0,0.0,0.0,0.0
taumr,0.0,0.0,0.0,0.0
engjaskifti,0.0,0.0,0.0,0.0
abbadís,0.0,0.0,0.0,0.0
úthagi,0.0,0.0,0.0,0.0
íneyzla,0.0,0.0,0.0,0.0
dugnuðr,0.0,0.0,0.0,0.0
skipsbrotsmaðr,0.0,0.0,0.0,0.0
hýbýlabót,0.0,0.0,0.0,0.0
váðaeldr,0.0,0.0,0.0,0.0
brennuvargr,0.0,0.0,0.0,0.0
skaða,0.0,0.0,0.0,0.0
rim,0.0,0.0,0.0,0.0
oki,0.0,0.0,0.0,0.0
grannastefna,0.0,0.0,0.0,0.0
tjóðr,0.0,0.0,0.0,0.0
garðbrytill,0.0,0.0,0.0,0.0
jalkr,0.0,0.0,0.0,0.0
hǫfðatal,0.0,0.0,0.0,0.0
heraðsþing,0.0,0.0,0.0,0.0
handaverk,0.0,0.0,0.0,0.0
nytfall,0.0,0.0,0.0,0.0
fornǽmi,0.0,0.0,0.0,0.0
þarseta,0.0,0.0,0.0,0.0
tvímánuðr,0.0,0.0,0.0,0.0
hófr,0.0,0.0,0.0,0.0
rekstr,0.0,0.0,0.0,0.0
almenningsfar,0.0,0.0,0.0,0.0
farleiga,0.0,0.0,0.0,0.0
vegferill,0.0,0.0,0.0,0.0
veiðivél,0.0,0.0,0.0,0.0
grandi,0.0,0.0,0.0,0.0
laxá,0.0,0.0,0.0,0.0
netjaspell,0.0,0.0,0.0,0.0
veiðispell,0.0,0.0,0.0,0.0
nǽfr,0.0,0.0,0.0,0.0
byggjask,0.0,0.0,0.0,0.0
nýbǿli,0.0,0.0,0.0,0.0
boðleið,0.0,0.0,0.0,0.0
herbergja,0.0,0.0,0.0,0.0
híð,0.0,0.0,0.0,0.0
slátta,0.0,0.0,0.0,0.0
samfastr,0.0,0.0,0.0,0.0
síldreki,0.0,0.0,0.0,0.0
hvalvágr,0.0,0.0,0.0,0.0
réttleiðis,0.0,0.0,0.0,0.0
viðrganga,0.0,0.0,0.0,0.0
tunna,0.0,0.0,0.0,0.0
kaupfox,0.0,0.0,0.0,0.0
fulgumáli,0.0,0.0,0.0,0.0
kyrkja,0.0,0.0,0.0,0.0
fulga,0.0,0.0,0.0,0.0
skjarr,0.0,0.0,0.0,0.0
mannsverk,0.0,0.0,0.0,0.0
lǫgunautr,0.0,0.0,0.0,0.0
rek,0.0,0.0,0.0,0.0
fullréttisskaði,0.0,0.0,0.0,0.0
pundari,0.0,0.0,0.0,0.0
jústa,0.0,0.0,0.0,0.0
konungsréttr,0.0,0.0,0.0,0.0
þýfð,0.0,0.0,0.0,0.0
slǽtringr,0.0,0.0,0.0,0.0
meinsǿri,0.0,0.0,0.0,0.0
sǫkunautr,0.0,0.0,0.0,0.0
hverskonar,0.0,0.0,0.0,0.0
lífga,0.0,0.0,0.0,0.0
breidd,0.0,0.0,0.0,0.0
suðrhalfa,0.0,0.0,0.0,0.0
ódáinsakr,0.0,0.0,0.0,0.0
patríarki,0.0,0.0,0.0,0.0
myrkvi,0.0,0.0,0.0,0.0
húsastaðir,0.0,0.0,0.0,0.0
ormarr,0.0,0.0,0.0,0.0
kistill,0.0,0.0,0.0,0.0
hallormsstaðir,0.0,0.0,0.0,0.0
síðuhallr,0.0,0.0,0.0,0.0
jǫkulsdalr,0.0,0.0,0.0,0.0
afrendr,0.0,0.0,0.0,0.0
bersastaðir,0.0,0.0,0.0,0.0
hrafnkelsstaðir,0.0,0.0,0.0,0.0
hafrsá,0.0,0.0,0.0,0.0
gunnlaugarstaðir,0.0,0.0,0.0,0.0
þorkatla,0.0,0.0,0.0,0.0
mannboð,0.0,0.0,0.0,0.0
oddsstaðir,0.0,0.0,0.0,0.0
broddhelgi,0.0,0.0,0.0,0.0
óhefndr,0.0,0.0,0.0,0.0
stóðhestr,0.0,0.0,0.0,0.0
þófahǫttr,0.0,0.0,0.0,0.0
sverðshjalt,0.0,0.0,0.0,0.0
þrǫng,0.0,0.0,0.0,0.0
mjólka,0.0,0.0,0.0,0.0
kúgildi,0.0,0.0,0.0,0.0
barnfóstri,0.0,0.0,0.0,0.0
orðrǿða,0.0,0.0,0.0,0.0
herjolfr,0.0,0.0,0.0,0.0
tófa,0.0,0.0,0.0,0.0
moldoxi,0.0,0.0,0.0,0.0
klá,0.0,0.0,0.0,0.0
hváll,0.0,0.0,0.0,0.0
tanngarðr,0.0,0.0,0.0,0.0
upphǽð,0.0,0.0,0.0,0.0
hrís,0.0,0.0,0.0,0.0
sveðja,0.0,0.0,0.0,0.0
veltaþ,0.0,0.0,0.0,0.0
alfgerðr,0.0,0.0,0.0,0.0
myrkva,0.0,0.0,0.0,0.0
fylgsni,0.0,0.0,0.0,0.0
felmta,0.0,0.0,0.0,0.0
skíðahlaði,0.0,0.0,0.0,0.0
berfǿttr,0.0,0.0,0.0,0.0
rr,0.0,0.0,0.0,0.0
snǽfell,0.0,0.0,0.0,0.0
grímsskjóla,0.0,0.0,0.0,0.0
svǫðusár,0.0,0.0,0.0,0.0
smámenni,0.0,0.0,0.0,0.0
vitringr,0.0,0.0,0.0,0.0
boðun,0.0,0.0,0.0,0.0
vǫldugr,0.0,0.0,0.0,0.0
fyrirverða,0.0,0.0,0.0,0.0
hýða,0.0,0.0,0.0,0.0
fastliga,0.0,0.0,0.0,0.0
þrályndi,0.0,0.0,0.0,0.0
ita,0.0,0.0,0.0,0.0
sicut,0.0,0.0,0.0,0.0
nuntius,0.0,0.0,0.0,0.0
aut,0.0,0.0,0.0,0.0
medicina,0.0,0.0,0.0,0.0
speni,0.0,0.0,0.0,0.0
grasgarðr,0.0,0.0,0.0,0.0
ógreiðfǿrr,0.0,0.0,0.0,0.0
fránþvengr,0.0,0.0,0.0,0.0
ljósundinn,0.0,0.0,0.0,0.0
skáldskaparlaun,0.0,0.0,0.0,0.0
kúfungr,0.0,0.0,0.0,0.0
snemmbúinn,0.0,0.0,0.0,0.0
mósey,0.0,0.0,0.0,0.0
móseyjarborg,0.0,0.0,0.0,0.0
sveigr,0.0,0.0,0.0,0.0
deigr,0.0,0.0,0.0,0.0
undvargr,0.0,0.0,0.0,0.0
arghyrna,0.0,0.0,0.0,0.0
røkkva,0.0,0.0,0.0,0.0
geirshlíð,0.0,0.0,0.0,0.0
blundketill,0.0,0.0,0.0,0.0
skeggøx,0.0,0.0,0.0,0.0
sandvík,0.0,0.0,0.0,0.0
brák,0.0,0.0,0.0,0.0
brákarsund,0.0,0.0,0.0,0.0
allreiðr,0.0,0.0,0.0,0.0
verkstjórn,0.0,0.0,0.0,0.0
fjárforráð,0.0,0.0,0.0,0.0
tǿla,0.0,0.0,0.0,0.0
ǿðiveðr,0.0,0.0,0.0,0.0
útsynningr,0.0,0.0,0.0,0.0
langskipssegl,0.0,0.0,0.0,0.0
knáliga,0.0,0.0,0.0,0.0
róðrarleiði,0.0,0.0,0.0,0.0
atleyjarbárðr,0.0,0.0,0.0,0.0
skyraskr,0.0,0.0,0.0,0.0
timbrveggr,0.0,0.0,0.0,0.0
fjárvarðveizla,0.0,0.0,0.0,0.0
húsaskipun,0.0,0.0,0.0,0.0
hlemmr,0.0,0.0,0.0,0.0
ufs,0.0,0.0,0.0,0.0
tróðnǽfr,0.0,0.0,0.0,0.0
stofudyrr,0.0,0.0,0.0,0.0
allfeginn,0.0,0.0,0.0,0.0
eyrasund,0.0,0.0,0.0,0.0
symmachus,0.0,0.0,0.0,0.0
matleysi,0.0,0.0,0.0,0.0
rakna,0.0,0.0,0.0,0.0
djalogus,0.0,0.0,0.0,0.0
andarlíf,0.0,0.0,0.0,0.0
líkamsdauði,0.0,0.0,0.0,0.0
ástfolginn,0.0,0.0,0.0,0.0
góðfúsliga,0.0,0.0,0.0,0.0
víndrukkinn,0.0,0.0,0.0,0.0
tamar,0.0,0.0,0.0,0.0
hallargolf,0.0,0.0,0.0,0.0
múll,0.0,0.0,0.0,0.0
spaníaland,0.0,0.0,0.0,0.0
barrún,0.0,0.0,0.0,0.0
saraguze,0.0,0.0,0.0,0.0
beina,0.0,0.0,0.0,0.0
ljósvetningagoði,0.0,0.0,0.0,0.0
þrifligr,0.0,0.0,0.0,0.0
sǫluváðarbrók,0.0,0.0,0.0,0.0
krǿkill,0.0,0.0,0.0,0.0
streita,0.0,0.0,0.0,0.0
roðna,0.0,0.0,0.0,0.0
harka,0.0,0.0,0.0,0.0
harðendi,0.0,0.0,0.0,0.0
hrekja,0.0,0.0,0.0,0.0
athǿfiligr,0.0,0.0,0.0,0.0
atkváma,0.0,0.0,0.0,0.0
hressa,0.0,0.0,0.0,0.0
móðurkyn,0.0,0.0,0.0,0.0
afburðarmaðr,0.0,0.0,0.0,0.0
þori,0.0,0.0,0.0,0.0
skaðasamr,0.0,0.0,0.0,0.0
jafnbúinn,0.0,0.0,0.0,0.0
þyrpa,0.0,0.0,0.0,0.0
skarlatskyrtill,0.0,0.0,0.0,0.0
hvinr,0.0,0.0,0.0,0.0
fullvel,0.0,0.0,0.0,0.0
maki,0.0,0.0,0.0,0.0
lindi,0.0,0.0,0.0,0.0
misleggja,0.0,0.0,0.0,0.0
víðfrǽgr,0.0,0.0,0.0,0.0
harðráðr,0.0,0.0,0.0,0.0
forkunnliga,0.0,0.0,0.0,0.0
norðlendingafjórðungr,0.0,0.0,0.0,0.0
flateyjardalsheiðr,0.0,0.0,0.0,0.0
heiðarhús,0.0,0.0,0.0,0.0
illmáligr,0.0,0.0,0.0,0.0
klaki,0.0,0.0,0.0,0.0
málatilbúnuðr,0.0,0.0,0.0,0.0
hlífarlauss,0.0,0.0,0.0,0.0
finnbogakambr,0.0,0.0,0.0,0.0
hávaði,0.0,0.0,0.0,0.0
kyrrlátr,0.0,0.0,0.0,0.0
tvísýnn,0.0,0.0,0.0,0.0
véfríðr,0.0,0.0,0.0,0.0
seinligr,0.0,0.0,0.0,0.0
afglapi,0.0,0.0,0.0,0.0
glópr,0.0,0.0,0.0,0.0
óvandr,0.0,0.0,0.0,0.0
alllítill,0.0,0.0,0.0,0.0
víðimýrr,0.0,0.0,0.0,0.0
hǫggvápn,0.0,0.0,0.0,0.0
skjaldarsporðr,0.0,0.0,0.0,0.0
vetra,0.0,0.0,0.0,0.0
óstr,0.0,0.0,0.0,0.0
moli,0.0,0.0,0.0,0.0
vefa,0.0,0.0,0.0,0.0
atmóti,0.0,0.0,0.0,0.0
skarpliga,0.0,0.0,0.0,0.0
kinnhestr,0.0,0.0,0.0,0.0
umráð,0.0,0.0,0.0,0.0
skartsmaðr,0.0,0.0,0.0,0.0
knáligr,0.0,0.0,0.0,0.0
mannvirki,0.0,0.0,0.0,0.0
torfa,0.0,0.0,0.0,0.0
vandsénn,0.0,0.0,0.0,0.0
dǽlligr,0.0,0.0,0.0,0.0
taða,0.0,0.0,0.0,0.0
brýna,0.0,0.0,0.0,0.0
lykða,0.0,0.0,0.0,0.0
lífsgrið,0.0,0.0,0.0,0.0
skaðamaðr,0.0,0.0,0.0,0.0
heljarmaðr,0.0,0.0,0.0,0.0
austfirzkr,0.0,0.0,0.0,0.0
lítilmannligr,0.0,0.0,0.0,0.0
auðveldligr,0.0,0.0,0.0,0.0
féskuld,0.0,0.0,0.0,0.0
allfár,0.0,0.0,0.0,0.0
geysingr,0.0,0.0,0.0,0.0
ólið,0.0,0.0,0.0,0.0
hǫfðingliga,0.0,0.0,0.0,0.0
ákǽrulauss,0.0,0.0,0.0,0.0
ofbeldi,0.0,0.0,0.0,0.0
þórelfr,0.0,0.0,0.0,0.0
breiðfirzkr,0.0,0.0,0.0,0.0
kappsfullr,0.0,0.0,0.0,0.0
