,precision,recall,f1-score,support
leiga,0.0,0.0,0.0,0.0
þjóð,0.0,0.0,0.0,0.0
lǫgmaðr,0.0,0.0,0.0,0.0
heimta,0.0,0.0,0.0,0.0
ingjaldr,0.0,0.0,0.0,0.0
akr,0.0,0.0,0.0,0.0
vǫxtr,0.0,0.0,0.0,0.0
norðan,0.0,0.0,0.0,0.0
england,0.0,0.0,0.0,0.0
varla,0.0,0.0,0.0,0.0
eggja,0.8333333333333334,0.625,0.7142857142857143,8.0
síðr,0.0,0.0,0.0,0.0
sǽll,0.0,0.0,0.0,2.0
konungssonr,0.0,0.0,0.0,0.0
óðal,0.0,0.0,0.0,0.0
landsdróttinn,0.0,0.0,0.0,0.0
veðr,0.0,0.0,0.0,0.0
okkarr,0.0,0.0,0.0,0.0
virðing,0.0,0.0,0.0,0.0
heðan,0.0,0.0,0.0,0.0
atburðr,0.0,0.0,0.0,0.0
ketill,0.0,0.0,0.0,0.0
sǽtta,0.0,0.0,0.0,2.0
dýr,0.5,1.0,0.6666666666666666,4.0
prestr,0.0,0.0,0.0,0.0
vanr,0.0,0.0,0.0,2.0
3,0.0,0.0,0.0,11.0
ljós,0.0,0.0,0.0,0.0
búð,0.0,0.0,0.0,0.0
heilsa,0.0,0.0,0.0,0.0
vǫllr,0.0,0.0,0.0,0.0
inni,0.5,0.5833333333333334,0.5384615384615384,12.0
gunnhildr,0.0,0.0,0.0,0.0
þórvaldr,0.0,0.0,0.0,0.0
sýslumaðr,0.0,0.0,0.0,0.0
siðr,0.0,0.0,0.0,2.0
stofa,0.0,0.0,0.0,0.0
greiða,0.5714285714285714,0.6666666666666666,0.6153846153846154,6.0
heiman,0.0,0.0,0.0,0.0
hljóta,0.0,0.0,0.0,0.0
kraftr,0.5714285714285714,1.0,0.7272727272727273,4.0
sanna,0.16666666666666666,0.2,0.18181818181818182,5.0
fyr,0.7777777777777778,0.5833333333333334,0.6666666666666666,12.0
vigfúss,0.0,0.0,0.0,0.0
hringr,0.0,0.0,0.0,0.0
una,0.5,1.0,0.6666666666666666,1.0
seinn,0.0,0.0,0.0,0.0
eigna,0.0,0.0,0.0,0.0
aðalsteinn,0.0,0.0,0.0,0.0
miðr,0.6666666666666666,1.0,0.8,2.0
hǽtta,0.0,0.0,0.0,2.0
fríðr,0.0,0.0,0.0,0.0
vist,1.0,0.3333333333333333,0.5,3.0
mágr,0.0,0.0,0.0,0.0
keisari,0.0,0.0,0.0,0.0
fjǫrðr,0.2,0.3333333333333333,0.25,3.0
váli,0.0,0.0,0.0,0.0
víkingr,0.0,0.0,0.0,5.0
sendimaðr,0.0,0.0,0.0,0.0
félagi,0.0,0.0,0.0,2.0
ímillum,0.25,0.25,0.25,4.0
brjóst,0.0,0.0,0.0,0.0
hundrað,0.375,0.42857142857142855,0.4,7.0
magnús,0.0,0.0,0.0,0.0
hvalr,0.0,0.0,0.0,0.0
matr,0.8,0.5714285714285714,0.6666666666666666,7.0
sekð,0.0,0.0,0.0,0.0
finnr,1.0,0.1,0.18181818181818182,10.0
steinarr,0.0,0.0,0.0,0.0
kunnigr,0.0,0.0,0.0,0.0
eign,1.0,1.0,1.0,3.0
hǫgg,1.0,0.6666666666666666,0.8,9.0
stýra,0.0,0.0,0.0,0.0
hirða,0.29411764705882354,1.0,0.45454545454545453,5.0
reisa,1.0,0.5,0.6666666666666666,2.0
erfingi,0.0,0.0,0.0,0.0
tré,0.0,0.0,0.0,0.0
ábyrgja,0.0,0.0,0.0,0.0
hross,0.0,0.0,0.0,0.0
fall,0.0,0.0,0.0,1.0
drengr,0.0,0.0,0.0,0.0
hirð,0.5,0.5,0.5,8.0
skuld,0.0,0.0,0.0,0.0
ífrá,0.0,0.0,0.0,0.0
leikr,0.0,0.0,0.0,6.0
glíkr,0.5,0.8,0.6153846153846154,5.0
kyrr,0.0,0.0,0.0,0.0
tunga,0.0,0.0,0.0,0.0
hjalmr,0.0,0.0,0.0,0.0
blása,0.0,0.0,0.0,0.0
undra,0.0,0.0,0.0,0.0
kalfr,0.0,0.0,0.0,0.0
þjófr,0.0,0.0,0.0,0.0
auðigr,0.0,0.0,0.0,0.0
vinsǽll,0.0,0.0,0.0,0.0
fljúga,0.5,0.3333333333333333,0.4,6.0
flokkr,0.0,0.0,0.0,0.0
ormr,0.0,0.0,0.0,0.0
fǫrunautr,0.5714285714285714,0.6666666666666666,0.6153846153846154,6.0
bréf,0.0,0.0,0.0,0.0
eta,0.0,0.0,0.0,3.0
gellir,0.0,0.0,0.0,0.0
kolfinna,0.0,0.0,0.0,0.0
ørtog,0.0,0.0,0.0,0.0
gjarna,0.0,0.0,0.0,0.0
skapa,0.0,0.0,0.0,0.0
fjórði,1.0,1.0,1.0,3.0
eyða,0.0,0.0,0.0,0.0
lof,0.0,0.0,0.0,2.0
birta,0.0,0.0,0.0,0.0
makligr,0.0,0.0,0.0,0.0
fátǿkr,0.0,0.0,0.0,0.0
urðarkǫttr,0.0,0.0,0.0,0.0
harðla,0.6666666666666666,0.6,0.631578947368421,10.0
eðr,0.6666666666666666,0.8,0.7272727272727273,10.0
holophernes,0.0,0.0,0.0,0.0
hvítr,0.0,0.0,0.0,3.0
hvárki,0.47619047619047616,1.0,0.6451612903225806,10.0
megin,0.46153846153846156,0.6,0.5217391304347826,10.0
undarligr,0.0,0.0,0.0,0.0
sótt,0.6666666666666666,0.25,0.36363636363636365,8.0
gregorius,0.0,0.0,0.0,0.0
jafn,0.0,0.0,0.0,2.0
serkr,0.0,0.0,0.0,0.0
svartr,0.0,0.0,0.0,0.0
reiðr,0.0,0.0,0.0,2.0
eyrr,1.0,0.7777777777777778,0.875,9.0
hluti,0.4166666666666667,0.5,0.45454545454545453,10.0
fýsa,0.0,0.0,0.0,2.0
játta,0.0,0.0,0.0,2.0
lǫgligr,0.0,0.0,0.0,0.0
skúta,1.0,0.8571428571428571,0.9230769230769231,7.0
horn,0.0,0.0,0.0,0.0
húskarl,0.0,0.0,0.0,0.0
háseti,0.0,0.0,0.0,0.0
auðr,0.0,0.0,0.0,0.0
skrifa,0.0,0.0,0.0,0.0
þvíglíkr,0.6,0.5,0.5454545454545454,6.0
merki,0.6666666666666666,1.0,0.8,8.0
þungr,0.0,0.0,0.0,0.0
byggð,0.75,1.0,0.8571428571428571,9.0
rǽna,0.0,0.0,0.0,0.0
spámaðr,0.0,0.0,0.0,0.0
bátr,0.0,0.0,0.0,0.0
bergǫnundr,0.0,0.0,0.0,0.0
hvervetna,0.0,0.0,0.0,0.0
kristr,0.0,0.0,0.0,0.0
gunnbjǫrn,0.0,0.0,0.0,0.0
kristinn,0.0,0.0,0.0,0.0
hvárgi,0.0,0.0,0.0,5.0
holmganga,0.0,0.0,0.0,0.0
nýr,0.0,0.0,0.0,0.0
vara,1.0,0.2,0.3333333333333333,5.0
grafa,1.0,0.5,0.6666666666666666,2.0
dalr,0.0,0.0,0.0,0.0
duga,0.0,0.0,0.0,0.0
byrja,1.0,0.3333333333333333,0.5,3.0
án,0.0,0.0,0.0,0.0
náttúra,0.0,0.0,0.0,0.0
nǽrri,0.42857142857142855,0.3333333333333333,0.375,9.0
postuli,0.0,0.0,0.0,0.0
jesus,0.0,0.0,0.0,0.0
erfð,0.0,0.0,0.0,0.0
starf,1.0,0.5,0.6666666666666666,2.0
sundr,0.0,0.0,0.0,0.0
borgarmaðr,0.0,0.0,0.0,0.0
rita,0.0,0.0,0.0,0.0
mein,1.0,1.0,1.0,2.0
ǽ,0.0,0.0,0.0,0.0
helvíti,0.0,0.0,0.0,0.0
gras,0.0,0.0,0.0,0.0
henda,0.0,0.0,0.0,5.0
far,0.5,0.2222222222222222,0.3076923076923077,9.0
snemma,0.0,0.0,0.0,0.0
grípa,0.0,0.0,0.0,0.0
íþrótt,0.0,0.0,0.0,0.0
feginn,0.0,0.0,0.0,0.0
danmǫrk,1.0,1.0,1.0,5.0
sunnan,0.0,0.0,0.0,0.0
fjǫlmenni,0.0,0.0,0.0,0.0
hǫll,0.0,0.0,0.0,1.0
skǫmm,0.5333333333333333,0.8888888888888888,0.6666666666666666,9.0
verǫld,0.0,0.0,0.0,0.0
kyn,0.0,0.0,0.0,0.0
fjórir,0.4166666666666667,0.625,0.5,8.0
vátta,0.8,0.5,0.6153846153846154,8.0
spilla,0.0,0.0,0.0,0.0
gǫfugr,1.0,1.0,1.0,1.0
vekja,0.6,1.0,0.75,3.0
turnus,0.0,0.0,0.0,2.0
tíð,0.8571428571428571,0.8571428571428571,0.8571428571428571,7.0
hǿfa,0.0,0.0,0.0,0.0
flótti,0.0,0.0,0.0,0.0
ljá,0.0,0.0,0.0,5.0
hvárrtveggi,0.0,0.0,0.0,9.0
broddi,0.8181818181818182,1.0,0.9,9.0
ómagi,0.0,0.0,0.0,0.0
illugi,0.0,0.0,0.0,0.0
eyvindr,1.0,0.5714285714285714,0.7272727272727273,7.0
skap,0.0,0.0,0.0,0.0
grið,0.0,0.0,0.0,0.0
drykkr,0.0,0.0,0.0,0.0
bót,0.0,0.0,0.0,0.0
styrkr,0.36363636363636365,0.5,0.42105263157894735,8.0
endi,0.125,0.14285714285714285,0.13333333333333333,7.0
narfi,0.0,0.0,0.0,0.0
útlǽgr,0.0,0.0,0.0,0.0
vǫrðr,0.5,0.5,0.5,2.0
fylla,0.0,0.0,0.0,2.0
girna,0.0,0.0,0.0,0.0
johannes,0.0,0.0,0.0,0.0
ásgerðr,0.0,0.0,0.0,0.0
skáld,0.0,0.0,0.0,0.0
holmr,0.0,0.0,0.0,0.0
lesa,0.0,0.0,0.0,0.0
týna,0.0,0.0,0.0,0.0
harmr,1.0,0.3333333333333333,0.5,3.0
fjǫlði,0.0,0.0,0.0,0.0
minna,0.0,0.0,0.0,0.0
forða,0.0,0.0,0.0,0.0
hals,1.0,0.2,0.3333333333333333,5.0
krefja,0.0,0.0,0.0,0.0
sýn,0.5454545454545454,1.0,0.7058823529411765,6.0
upphaf,0.0,0.0,0.0,0.0
kristni,0.0,0.0,0.0,0.0
rǫgnvaldr,0.0,0.0,0.0,0.0
landnám,0.0,0.0,0.0,0.0
venja,0.0,0.0,0.0,0.0
sigurðr,0.0,0.0,0.0,0.0
heiðr,0.0,0.0,0.0,0.0
fjǫlmennr,0.0,0.0,0.0,0.0
þórr,0.0,0.0,0.0,0.0
ótta,0.0,0.0,0.0,0.0
naut,0.7142857142857143,1.0,0.8333333333333334,5.0
tak,0.0,0.0,0.0,5.0
skallagrímr,0.0,0.0,0.0,0.0
herbergi,0.0,0.0,0.0,0.0
meistari,0.0,0.0,0.0,0.0
áss,0.0,0.0,0.0,0.0
byrr,0.0,0.0,0.0,0.0
vík,0.0,0.0,0.0,1.0
þriðjungr,0.0,0.0,0.0,0.0
vín,0.0,0.0,0.0,0.0
hof,1.0,0.75,0.8571428571428571,4.0
risi,0.0,0.0,0.0,2.0
traust,0.0,0.0,0.0,0.0
fang,0.0,0.0,0.0,0.0
skipun,0.0,0.0,0.0,0.0
milli,0.5454545454545454,0.75,0.631578947368421,8.0
þorvarðr,0.875,1.0,0.9333333333333333,7.0
þeir,0.0,0.0,0.0,8.0
porus,0.0,0.0,0.0,0.0
dámusti,0.0,0.0,0.0,0.0
svefn,0.5714285714285714,1.0,0.7272727272727273,4.0
ingibjǫrg,0.0,0.0,0.0,0.0
feðgar,0.5,0.75,0.6,8.0
uppsalr,0.625,0.7142857142857143,0.6666666666666666,7.0
hermaðr,0.0,0.0,0.0,0.0
lík,1.0,0.8,0.8888888888888888,5.0
skifti,0.8,0.8,0.8,5.0
ljótr,0.0,0.0,0.0,0.0
velja,0.0,0.0,0.0,0.0
rjúfa,0.0,0.0,0.0,0.0
gjaldkyri,0.0,0.0,0.0,0.0
létta,1.0,0.8,0.8888888888888888,5.0
svíi,0.5,0.75,0.6,8.0
sýsla,0.0,0.0,0.0,0.0
gerð,0.0,0.0,0.0,0.0
hrǽzla,0.0,0.0,0.0,0.0
svíkja,0.4166666666666667,0.7142857142857143,0.5263157894736842,7.0
sund,0.0,0.0,0.0,0.0
asja,0.0,0.0,0.0,0.0
bergr,0.8,0.5714285714285714,0.6666666666666666,7.0
nóregr,1.0,0.4,0.5714285714285714,5.0
bessus,0.0,0.0,0.0,0.0
ǫlkofri,0.0,0.0,0.0,0.0
elligar,0.5,1.0,0.6666666666666666,3.0
goð,0.0,0.0,0.0,4.0
rómveri,0.0,0.0,0.0,0.0
marja,0.0,0.0,0.0,0.0
skattr,0.0,0.0,0.0,0.0
rangr,0.0,0.0,0.0,0.0
annarrhvárr,0.2857142857142857,0.8,0.42105263157894735,5.0
ámót,0.4,0.6666666666666666,0.5,3.0
fróði,0.875,0.875,0.875,8.0
rétta,0.8,0.5714285714285714,0.6666666666666666,7.0
ávaldi,0.0,0.0,0.0,0.0
þórbjǫrn,0.0,0.0,0.0,0.0
þormóðr,0.0,0.0,0.0,0.0
hercules,0.0,0.0,0.0,0.0
kveldulfr,0.0,0.0,0.0,0.0
stúfr,0.0,0.0,0.0,0.0
spara,0.0,0.0,0.0,0.0
bryggja,0.0,0.0,0.0,0.0
fullting,0.5,1.0,0.6666666666666666,3.0
ófriðr,0.0,0.0,0.0,0.0
hjalpa,0.0,0.0,0.0,0.0
muna,0.0,0.0,0.0,7.0
kastali,0.0,0.0,0.0,0.0
vél,0.0,0.0,0.0,0.0
fénuðr,0.0,0.0,0.0,0.0
hertaka,0.0,0.0,0.0,2.0
hugsa,0.0,0.0,0.0,0.0
sókn,0.0,0.0,0.0,0.0
gildr,0.0,0.0,0.0,1.0
leiðangr,0.0,0.0,0.0,0.0
alin,0.6666666666666666,0.8571428571428571,0.75,7.0
móti,0.0,0.0,0.0,8.0
david,0.0,0.0,0.0,0.0
misgera,0.0,0.0,0.0,0.0
lagadómr,0.0,0.0,0.0,0.0
bragð,0.0,0.0,0.0,0.0
freista,0.0,0.0,0.0,0.0
verri,0.75,0.8571428571428571,0.8,7.0
vitja,0.0,0.0,0.0,0.0
gráta,0.0,0.0,0.0,0.0
hǫfn,0.2,0.3333333333333333,0.25,3.0
glaðr,0.0,0.0,0.0,0.0
treysta,0.0,0.0,0.0,0.0
auka,0.0,0.0,0.0,3.0
iðrun,0.0,0.0,0.0,0.0
vesall,0.0,0.0,0.0,2.0
ykkarr,0.0,0.0,0.0,0.0
fela,0.0,0.0,0.0,0.0
eigandi,1.0,0.75,0.8571428571428571,4.0
dýrr,0.0,0.0,0.0,3.0
myrkr,0.0,0.0,0.0,0.0
capitulum,0.75,0.8571428571428571,0.8,7.0
rúm,0.0,0.0,0.0,0.0
þingmaðr,0.0,0.0,0.0,0.0
munnr,0.0,0.0,0.0,0.0
steinolfr,0.0,0.0,0.0,0.0
fyrst,0.16666666666666666,0.2857142857142857,0.21052631578947367,7.0
karlamagnús,0.0,0.0,0.0,0.0
vermundr,0.0,0.0,0.0,0.0
austmaðr,0.0,0.0,0.0,0.0
páll,0.0,0.0,0.0,0.0
fugl,0.0,0.0,0.0,0.0
heiðinn,0.0,0.0,0.0,0.0
austan,0.0,0.0,0.0,0.0
horfa,0.0,0.0,0.0,0.0
bresta,1.0,0.6666666666666666,0.8,3.0
vandrǽði,0.0,0.0,0.0,0.0
kappi,0.0,0.0,0.0,2.0
herfang,0.0,0.0,0.0,0.0
oxi,0.0,0.0,0.0,4.0
frúa,0.6666666666666666,1.0,0.8,4.0
bjartr,0.0,0.0,0.0,0.0
arthus,0.0,0.0,0.0,0.0
tigr,0.0,0.0,0.0,0.0
korn,0.0,0.0,0.0,0.0
þóra,0.0,0.0,0.0,0.0
ateins,0.0,0.0,0.0,0.0
félag,0.0,0.0,0.0,2.0
vándr,0.0,0.0,0.0,0.0
hlaða,0.3333333333333333,0.5,0.4,2.0
syngva,0.0,0.0,0.0,3.0
þótt,0.0,0.0,0.0,7.0
babylon,0.0,0.0,0.0,0.0
parmenjo,0.0,0.0,0.0,0.0
ámillum,0.0,0.0,0.0,1.0
skafti,0.4166666666666667,0.8333333333333334,0.5555555555555556,6.0
arfi,0.5,0.6,0.5454545454545454,5.0
verr,0.6666666666666666,0.2857142857142857,0.4,7.0
drífa,0.0,0.0,0.0,0.0
valda,0.0,0.0,0.0,1.0
hvíla,0.0,0.0,0.0,0.0
blóta,0.0,0.0,0.0,3.0
hrinda,0.0,0.0,0.0,0.0
síða,0.0,0.0,0.0,0.0
gnógr,0.0,0.0,0.0,2.0
sauðr,0.0,0.0,0.0,0.0
tjald,0.0,0.0,0.0,0.0
lausafé,0.0,0.0,0.0,0.0
afla,0.0,0.0,0.0,2.0
sjúkr,0.0,0.0,0.0,0.0
segl,0.0,0.0,0.0,0.0
bjarni,0.0,0.0,0.0,0.0
andi,0.0,0.0,0.0,0.0
karlmaðr,0.0,0.0,0.0,0.0
aðils,0.0,0.0,0.0,0.0
spakr,0.0,0.0,0.0,0.0
ýmiss,0.0,0.0,0.0,0.0
vaka,0.0,0.0,0.0,2.0
kerra,0.0,0.0,0.0,0.0
sǽra,0.0,0.0,0.0,0.0
náliga,0.0,0.0,0.0,0.0
ǽvi,0.0,0.0,0.0,0.0
konungdómr,0.0,0.0,0.0,0.0
dreki,0.0,0.0,0.0,0.0
turn,0.0,0.0,0.0,1.0
tígn,0.0,0.0,0.0,1.0
mildi,0.0,0.0,0.0,6.0
hrói,0.0,0.0,0.0,0.0
bústaðr,0.0,0.0,0.0,0.0
ímilli,0.5,0.5714285714285714,0.5333333333333333,7.0
guðmundr,0.0,0.0,0.0,0.0
lítillǽti,0.0,0.0,0.0,0.0
hreiðarr,0.0,0.0,0.0,0.0
áverki,0.0,0.0,0.0,0.0
nabuchodonosor,0.0,0.0,0.0,0.0
sigmundr,0.0,0.0,0.0,0.0
þǫrf,0.0,0.0,0.0,0.0
sǫgn,0.0,0.0,0.0,0.0
staðfesta,0.0,0.0,0.0,0.0
gleði,0.0,0.0,0.0,0.0
egg,0.0,0.0,0.0,3.0
rómaborg,0.0,0.0,0.0,0.0
svik,0.0,0.0,0.0,0.0
musteri,0.0,0.0,0.0,0.0
øruggr,0.0,0.0,0.0,0.0
þartiler,0.0,0.0,0.0,0.0
glíka,0.0,0.0,0.0,0.0
rennas,1.0,0.3333333333333333,0.5,6.0
ofmetnuðr,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,5.0
dǿmi,0.75,0.5,0.6,6.0
festr,0.5,0.25,0.3333333333333333,4.0
almenningr,0.0,0.0,0.0,0.0
þverá,0.0,0.0,0.0,0.0
nǽst,0.0,0.0,0.0,7.0
judith,0.0,0.0,0.0,0.0
alþýða,0.0,0.0,0.0,0.0
atli,0.0,0.0,0.0,0.0
vakna,0.0,0.0,0.0,0.0
þrífa,0.0,0.0,0.0,0.0
hirðmaðr,0.0,0.0,0.0,0.0
hljóð,0.0,0.0,0.0,3.0
dýrligr,0.0,0.0,0.0,0.0
sigríðr,0.0,0.0,0.0,0.0
fǫgnuðr,0.0,0.0,0.0,3.0
tíðr,0.0,0.0,0.0,1.0
smár,0.0,0.0,0.0,0.0
vǫrn,0.0,0.0,0.0,3.0
þǫkk,0.0,0.0,0.0,2.0
dráp,0.0,0.0,0.0,0.0
fúss,0.0,0.0,0.0,0.0
tolf,0.4,1.0,0.5714285714285714,6.0
unz,0.0,0.0,0.0,0.0
grimmr,0.0,0.0,0.0,0.0
gestr,0.0,0.0,0.0,0.0
lengr,0.0,0.0,0.0,6.0
12,0.0,0.0,0.0,6.0
aldrigi,0.2,0.16666666666666666,0.18181818181818182,6.0
ulfr,1.0,0.3333333333333333,0.5,3.0
boðorð,0.0,0.0,0.0,0.0
sála,0.0,0.0,0.0,0.0
auðgísl,0.0,0.0,0.0,0.0
vegr1,0.0,0.0,0.0,6.0
efni,0.5,0.3333333333333333,0.4,6.0
hvaðan,0.0,0.0,0.0,0.0
hlǽja,0.0,0.0,0.0,0.0
galti,0.0,0.0,0.0,0.0
ljóss,0.0,0.0,0.0,0.0
skína,0.0,0.0,0.0,0.0
virðuligr,0.0,0.0,0.0,1.0
geyma,0.0,0.0,0.0,0.0
brutus,0.0,0.0,0.0,0.0
leyfa,0.5,0.3333333333333333,0.4,3.0
julius,0.0,0.0,0.0,0.0
rán,0.0,0.0,0.0,0.0
egiptaland,0.0,0.0,0.0,0.0
ǿrinn,0.0,0.0,0.0,0.0
varningr,0.0,0.0,0.0,0.0
frjáls,0.0,0.0,0.0,0.0
gata,0.0,0.0,0.0,0.0
kǽrr,0.0,0.0,0.0,0.0
ǫfund,0.0,0.0,0.0,0.0
fjándi,0.0,0.0,0.0,0.0
djǫfull,0.0,0.0,0.0,0.0
fasta,0.0,0.0,0.0,2.0
þat,0.0,0.0,0.0,6.0
freyr,0.0,0.0,0.0,0.0
ívarr,0.5,0.16666666666666666,0.25,6.0
marcus,0.0,0.0,0.0,0.0
fjárhlutr,0.0,0.0,0.0,0.0
heimsaldr,0.0,0.0,0.0,0.0
halli,0.3333333333333333,0.3333333333333333,0.3333333333333333,6.0
ellri,0.0,0.0,0.0,3.0
skaplyndi,0.0,0.0,0.0,0.0
fyrirgefa,0.0,0.0,0.0,0.0
járn,0.0,0.0,0.0,0.0
hvert,0.0,0.0,0.0,6.0
neyta,0.0,0.0,0.0,0.0
borgarveggr,0.0,0.0,0.0,0.0
spekingr,0.0,0.0,0.0,0.0
óðr,0.0,0.0,0.0,0.0
fǿrr,0.16666666666666666,0.3333333333333333,0.2222222222222222,3.0
penningr,0.0,0.0,0.0,0.0
fylki,0.0,0.0,0.0,0.0
hvárrgi,0.0,0.0,0.0,5.0
þorgerðr,0.0,0.0,0.0,0.0
strǫnd,0.0,0.0,0.0,0.0
jafnvel,0.0,0.0,0.0,6.0
kýr,0.0,0.0,0.0,0.0
in,0.8571428571428571,1.0,0.9230769230769231,6.0
greina,0.0,0.0,0.0,2.0
lǫgliga,0.7142857142857143,0.8333333333333334,0.7692307692307693,6.0
gaman,0.0,0.0,0.0,0.0
mǿta,0.0,0.0,0.0,0.0
glíkligr,0.3333333333333333,0.5,0.4,2.0
húsfreyja,0.0,0.0,0.0,0.0
hermundr,0.0,0.0,0.0,0.0
frǽndsemi,0.0,0.0,0.0,0.0
deila,0.0,0.0,0.0,0.0
saklauss,0.0,0.0,0.0,0.0
launa,1.0,0.3333333333333333,0.5,3.0
jól,0.0,0.0,0.0,0.0
kváma,0.0,0.0,0.0,0.0
senn,0.0,0.0,0.0,0.0
fjarri,0.0,0.0,0.0,0.0
ǫr,0.0,0.0,0.0,0.0
brynja,0.0,0.0,0.0,0.0
glǿpr,0.0,0.0,0.0,0.0
vandliga,0.0,0.0,0.0,0.0
stoða,0.0,0.0,0.0,0.0
hefnd,0.0,0.0,0.0,2.0
allmikill,0.0,0.0,0.0,0.0
langskip,0.0,0.0,0.0,0.0
erendi,0.0,0.0,0.0,0.0
hernuðr,0.3333333333333333,0.8,0.47058823529411764,5.0
fóstra,0.0,0.0,0.0,2.0
melr,1.0,0.6,0.75,5.0
þorleifr,1.0,0.2,0.3333333333333333,5.0
styrmir,0.0,0.0,0.0,0.0
ábyrgð,0.0,0.0,0.0,0.0
réttlátr,0.0,0.0,0.0,0.0
marka,0.0,0.0,0.0,2.0
kennimaðr,0.0,0.0,0.0,0.0
himinríki,0.0,0.0,0.0,0.0
bǿjarmaðr,0.0,0.0,0.0,0.0
syrpa,0.0,0.0,0.0,0.0
grǿnland,0.0,0.0,0.0,0.0
arngrímr,0.0,0.0,0.0,1.0
borgarfjǫrðr,0.0,0.0,0.0,0.0
sofna,0.0,0.0,0.0,0.0
sannendi,0.0,0.0,0.0,0.0
sel,0.0,0.0,0.0,2.0
trójamaðr,0.75,1.0,0.8571428571428571,3.0
dýrka,0.0,0.0,0.0,2.0
styrkja,0.0,0.0,0.0,2.0
leyfi,0.2,0.5,0.2857142857142857,4.0
allskonar,0.0,0.0,0.0,0.0
umfram,0.0,0.0,0.0,0.0
slíta,0.0,0.0,0.0,0.0
harðliga,0.5,0.2,0.2857142857142857,5.0
þykkr,0.0,0.0,0.0,0.0
vígja,0.0,0.0,0.0,2.0
feldr,0.0,0.0,0.0,0.0
refsing,0.0,0.0,0.0,0.0
ljúga,0.0,0.0,0.0,0.0
brúðhlaup,0.0,0.0,0.0,0.0
dómandi,0.0,0.0,0.0,0.0
neita,0.0,0.0,0.0,0.0
fiskr,0.0,0.0,0.0,0.0
viðr,0.0,0.0,0.0,3.0
dalla,0.0,0.0,0.0,0.0
grǿða,0.0,0.0,0.0,0.0
rammr,0.0,0.0,0.0,0.0
batna,0.0,0.0,0.0,0.0
hjón,0.0,0.0,0.0,0.0
guðsspjall,0.0,0.0,0.0,0.0
tár,0.0,0.0,0.0,0.0
vindr,0.3333333333333333,0.3333333333333333,0.3333333333333333,3.0
hundr,0.0,0.0,0.0,0.0
réttlǽti,0.0,0.0,0.0,0.0
stǫðva,0.0,0.0,0.0,0.0
fimmti,0.0,0.0,0.0,2.0
yngvarr,0.0,0.0,0.0,0.0
leifr,0.0,0.0,0.0,0.0
kaupmaðr,0.0,0.0,0.0,0.0
þegn,0.0,0.0,0.0,0.0
mildr,0.0,0.0,0.0,0.0
ótti,0.0,0.0,0.0,0.0
salomon,0.0,0.0,0.0,0.0
handtaka,0.5,0.5,0.5,2.0
skot,1.0,0.3333333333333333,0.5,3.0
sáttr,0.5,0.8,0.6153846153846154,5.0
fyrsta,0.8333333333333334,1.0,0.9090909090909091,5.0
fóstri,0.5,0.6,0.5454545454545454,5.0
knífr,0.0,0.0,0.0,0.0
frǽndkona,0.0,0.0,0.0,0.0
háski,0.0,0.0,0.0,0.0
játa,0.0,0.0,0.0,1.0
elli,0.0,0.0,0.0,0.0
ráðagerð,0.0,0.0,0.0,0.0
snorri,0.0,0.0,0.0,0.0
pína,0.0,0.0,0.0,0.0
joseph,0.0,0.0,0.0,0.0
ástríðr,0.0,0.0,0.0,0.0
ragnhildr,0.0,0.0,0.0,0.0
lǫg,0.0,0.0,0.0,5.0
þorbjǫrn,0.0,0.0,0.0,0.0
hierusalem,0.0,0.0,0.0,0.0
philotas,0.0,0.0,0.0,0.0
ǽtlun,0.0,0.0,0.0,0.0
sama,0.0,0.0,0.0,0.0
heitr,0.5,0.5,0.5,4.0
ker,0.0,0.0,0.0,0.0
vápna,0.0,0.0,0.0,0.0
veiða,0.5,0.3333333333333333,0.4,3.0
undr,0.0,0.0,0.0,0.0
frelsi,1.0,0.2,0.3333333333333333,5.0
bleza,0.0,0.0,0.0,0.0
steypa,0.0,0.0,0.0,0.0
drykkja,0.0,0.0,0.0,0.0
sómi,0.8,0.8,0.8,5.0
eyra,0.0,0.0,0.0,0.0
vanði,0.0,0.0,0.0,2.0
konungsgarðr,0.0,0.0,0.0,0.0
heimskr,1.0,0.5,0.6666666666666666,2.0
dylja,0.0,0.0,0.0,0.0
kaupskip,0.0,0.0,0.0,0.0
hóf,0.8,1.0,0.8888888888888888,4.0
víking,0.3333333333333333,0.75,0.46153846153846156,4.0
aftann,0.0,0.0,0.0,0.0
feðgi,0.0,0.0,0.0,5.0
breiðr,0.0,0.0,0.0,0.0
gróa,0.0,0.0,0.0,1.0
kvǫl,0.0,0.0,0.0,0.0
auglit,0.0,0.0,0.0,0.0
paradisus,0.0,0.0,0.0,0.0
njósnarmaðr,0.0,0.0,0.0,0.0
oftliga,0.0,0.0,0.0,0.0
gizurr,0.0,0.0,0.0,0.0
þjóðolfr,0.0,0.0,0.0,0.0
ósekr,0.0,0.0,0.0,0.0
eng,0.0,0.0,0.0,0.0
grikkland,0.0,0.0,0.0,0.0
húsfrú,0.0,0.0,0.0,0.0
trauðr,0.0,0.0,0.0,0.0
kippa,0.0,0.0,0.0,0.0
hylja,0.0,0.0,0.0,0.0
heimamaðr,0.0,0.0,0.0,0.0
kátr,0.0,0.0,0.0,0.0
